  2455328.61061   16.333    0.007
  2455328.68463   16.342    0.007
  2455328.75348   16.346    0.005
  2455328.79188   16.360    0.007
  2455328.83260   16.341    0.007
  2455328.87036   16.360    0.007
  2455328.90812   16.362    0.006
  2455329.70835   16.340    0.008
  2455334.63090   16.346    0.008
  2455334.69701   16.345    0.007
  2455334.77781   16.351    0.006
  2455334.83757   16.350    0.007
  2455334.87528   16.345    0.008
  2455334.91590   16.349    0.009
  2455335.72115   16.348    0.006
  2455335.76041   16.354    0.006
  2455335.80006   16.358    0.007
  2455335.83946   16.345    0.008
  2455335.87717   16.358    0.008
  2455335.91487   16.348    0.007
  2455336.79430   16.339    0.007
  2455336.85869   16.352    0.007
  2455336.92371   16.350    0.008
  2455337.77039   16.337    0.007
  2455337.81019   16.352    0.007
  2455337.84858   16.359    0.008
  2455337.88651   16.360    0.008
  2455337.92497   16.327    0.009
  2455338.76785   16.331    0.007
  2455338.84833   16.343    0.010
  2455339.64344   16.334    0.009
  2455339.68325   16.365    0.009
  2455339.74966   16.347    0.008
  2455339.81490   16.358    0.008
  2455339.88055   16.363    0.010
  2455339.92047   16.346    0.010
  2455340.62942   16.350    0.012
  2455340.66710   16.347    0.008
  2455340.75362   16.355    0.009
  2455340.81133   16.358    0.010
  2455340.84938   16.350    0.010
  2455340.88784   16.358    0.008
  2455340.92546   16.343    0.010
  2455341.59961   16.344    0.008
  2455341.67282   16.373    0.007
  2455341.74419   16.362    0.008
  2455341.81875   16.359    0.007
  2455341.85696   16.361    0.008
  2455341.89469   16.362    0.007
  2455341.93488   16.361    0.008
  2455342.60898   16.344    0.010
  2455342.64645   16.375    0.009
  2455342.68409   16.365    0.009
  2455342.72158   16.373    0.008
  2455342.76320   16.370    0.008
  2455342.80457   16.381    0.009
  2455342.84231   16.376    0.009
  2455342.88017   16.392    0.010
  2455342.91802   16.357    0.010
  2455343.58971   16.363    0.011
  2455343.62735   16.364    0.010
  2455343.66501   16.388    0.009
  2455343.70276   16.368    0.008
  2455343.74076   16.376    0.008
  2455343.78117   16.390    0.009
  2455343.82024   16.369    0.008
  2455343.85835   16.373    0.008
  2455343.87108   16.395    0.009
  2455343.90918   16.363    0.009
  2455348.60522   16.395    0.009
  2455348.67469   16.422    0.009
  2455348.76740   16.427    0.008
  2455348.80565   16.412    0.008
  2455348.84356   16.413    0.008
  2455348.88809   16.407    0.010
  2455348.92774   16.433    0.010
  2455349.60415   16.416    0.011
  2455349.68596   16.421    0.008
  2455349.78075   16.453    0.009
  2455349.81876   16.416    0.008
  2455349.85798   16.419    0.010
  2455350.65638   16.425    0.011
  2455350.69394   16.425    0.011
  2455350.73265   16.432    0.009
  2455351.59474   16.436    0.008
  2455351.66327   16.442    0.008
  2455351.74426   16.445    0.007
  2455351.83086   16.453    0.009
  2455351.89129   16.452    0.010
  2455352.60598   16.436    0.012
  2455352.76047   16.459    0.008
  2455352.84354   16.465    0.008
  2455352.89705   16.447    0.008
  2455353.56592   16.432    0.008
  2455353.64897   16.458    0.008
  2455353.72722   16.442    0.007
  2455353.78244   16.459    0.007
  2455353.82015   16.453    0.008
  2455353.86492   16.462    0.008
  2455354.57824   16.438    0.009
  2455354.67229   16.475    0.008
  2455354.76952   16.450    0.008
  2455354.84140   16.463    0.008
  2455354.88158   16.491    0.009
  2455354.92007   16.475    0.010
  2455355.61350   16.470    0.008
  2455355.69789   16.468    0.009
  2455355.78489   16.461    0.008
  2455355.82546   16.448    0.009
  2455355.87400   16.464    0.010
  2455357.61415   16.491    0.009
  2455357.69607   16.477    0.009
  2455357.78636   16.499    0.008
  2455357.88344   16.465    0.010
  2455358.66587   16.485    0.008
  2455358.75916   16.455    0.008
  2455359.59299   16.458    0.009
  2455359.63412   16.500    0.009
  2455359.68798   16.496    0.008
  2455359.73729   16.489    0.008
  2455359.78597   16.468    0.008
  2455359.83003   16.483    0.009
  2455359.86978   16.478    0.010
  2455361.63584   16.473    0.011
  2455361.68185   16.479    0.010
  2455362.59648   16.491    0.009
  2455362.68212   16.497    0.008
  2455362.77739   16.499    0.008
  2455362.88189   16.491    0.012
  2455364.52453   16.503    0.010
  2455364.56949   16.504    0.008
  2455364.65403   16.492    0.008
  2455364.74941   16.484    0.009
  2455364.79376   16.509    0.011
  2455364.83314   16.481    0.010
  2455364.87313   16.487    0.010
  2455365.54238   16.486    0.011
  2455365.58682   16.498    0.008
  2455365.67717   16.488    0.008
  2455365.76985   16.494    0.008
  2455365.84130   16.500    0.009
  2455365.87991   16.475    0.010
  2455368.61635   16.513    0.010
  2455368.79446   16.520    0.008
  2455369.74189   16.521    0.010
  2455369.78670   16.508    0.011
  2455369.82596   16.523    0.009
  2455376.63221   16.523    0.010
  2455376.67233   16.535    0.010
  2455376.71208   16.541    0.009
  2455376.75034   16.528    0.010
  2455376.78859   16.521    0.009
  2455376.82680   16.539    0.011
  2455376.86478   16.564    0.013
  2455377.52078   16.514    0.010
  2455377.57531   16.519    0.009
  2455377.60412   16.544    0.010
  2455377.65052   16.542    0.008
  2455377.67144   16.548    0.009
  2455377.71614   16.546    0.008
  2455377.75923   16.540    0.008
  2455377.80195   16.552    0.009
  2455377.84013   16.552    0.009
  2455378.49444   16.514    0.008
  2455378.57704   16.543    0.007
  2455378.66361   16.520    0.008
  2455378.73560   16.524    0.007
  2455378.77365   16.534    0.007
  2455378.81214   16.546    0.008
  2455378.85206   16.529    0.009
  2455379.49096   16.498    0.009
  2455379.52890   16.515    0.009
  2455379.61360   16.525    0.008
  2455379.70054   16.529    0.008
  2455379.75697   16.533    0.008
  2455379.79459   16.531    0.008
  2455379.83239   16.531    0.010
  2455379.87345   16.527    0.012
  2455380.50240   16.525    0.009
  2455380.54027   16.526    0.008
  2455380.59599   16.512    0.007
  2455380.68283   16.533    0.007
  2455380.73613   16.540    0.009
  2455380.77413   16.543    0.009
  2455380.81223   16.522    0.010
  2455380.85026   16.509    0.013
  2455381.54976   16.535    0.010
  2455381.58725   16.507    0.012
  2455381.64603   16.500    0.012
  2455381.68726   16.531    0.009
  2455381.72526   16.531    0.010
  2455381.76353   16.520    0.011
  2455381.81032   16.541    0.013
  2455381.84847   16.530    0.012
  2455382.53849   16.539    0.012
  2455382.58289   16.508    0.011
  2455382.62580   16.519    0.010
  2455382.66713   16.512    0.009
  2455382.70711   16.525    0.009
  2455382.74514   16.536    0.010
  2455382.78991   16.553    0.011
  2455382.83369   16.536    0.012
  2455384.77498   16.523    0.010
  2455384.81310   16.546    0.013
  2455385.48445   16.503    0.008
  2455385.56626   16.537    0.007
  2455385.82299   16.531    0.007
  2455386.46980   16.526    0.009
  2455386.49966   16.527    0.008
  2455386.58178   16.550    0.008
  2455386.66583   16.552    0.008
  2455386.69182   16.558    0.008
  2455386.75617   16.547    0.008
  2455386.79561   16.558    0.008
  2455386.83752   16.536    0.008
  2455387.54071   16.560    0.007
  2455387.70007   16.558    0.007
  2455387.73849   16.552    0.007
  2455387.77935   16.539    0.008
  2455387.82271   16.533    0.008
  2455388.48027   16.518    0.010
  2455388.51817   16.562    0.009
  2455388.60536   16.561    0.007
  2455388.71269   16.550    0.008
  2455388.77713   16.557    0.010
  2455388.82028   16.541    0.009
  2455389.46888   16.513    0.012
  2455389.50776   16.550    0.009
  2455389.54625   16.561    0.008
  2455389.65357   16.554    0.008
  2455389.75873   16.547    0.010
  2455389.79798   16.545    0.011
  2455389.83756   16.543    0.009
  2455390.54103   16.539    0.010
  2455390.58674   16.536    0.010
  2455390.67245   16.581    0.011
  2455390.72214   16.559    0.009
  2455390.76042   16.574    0.008
  2455390.79822   16.565    0.009
  2455391.53228   16.572    0.010
  2455391.56961   16.528    0.011
  2455391.65315   16.569    0.009
  2455391.76026   16.556    0.010
  2455391.82192   16.565    0.010
  2455392.46931   16.560    0.011
  2455392.50714   16.566    0.009
  2455392.54614   16.551    0.009
  2455392.63056   16.552    0.008
  2455392.73967   16.549    0.008
  2455392.79939   16.572    0.008
  2455392.83693   16.575    0.012
  2455393.65399   16.541    0.010
  2455393.69241   16.530    0.009
  2455393.73035   16.559    0.011
  2455393.77586   16.553    0.010
  2455393.81374   16.570    0.011
  2455395.81798   16.550    0.010
  2455396.53765   16.530    0.012
  2455396.61285   16.578    0.009
  2455396.67515   16.572    0.008
  2455396.70973   16.585    0.008
  2455396.78232   16.568    0.009
  2455397.58751   16.562    0.011
  2455397.63734   16.563    0.012
  2455397.67555   16.555    0.010
  2455397.71700   16.591    0.012
  2455402.65216   16.578    0.013
  2455402.68203   16.587    0.018
  2455403.49505   16.600    0.008
  2455403.53222   16.586    0.008
  2455403.56974   16.588    0.008
  2455403.61022   16.587    0.008
  2455403.64957   16.606    0.009
  2455403.68764   16.594    0.009
  2455403.72860   16.600    0.009
  2455403.76639   16.590    0.011
  2455404.47031   16.560    0.009
  2455404.50823   16.581    0.009
  2455404.54601   16.585    0.009
  2455404.58383   16.584    0.010
  2455404.62701   16.580    0.009
  2455404.66644   16.598    0.009
  2455404.70536   16.590    0.009
  2455404.74487   16.590    0.010
  2455404.78865   16.581    0.011
  2455405.64334   16.571    0.010
  2455405.68320   16.581    0.011
  2455405.72104   16.586    0.009
  2455405.75862   16.605    0.010
  2455405.79620   16.582    0.011
  2455407.49781   16.578    0.010
  2455407.53584   16.585    0.010
  2455407.57414   16.586    0.011
  2455407.61479   16.587    0.010
  2455407.65300   16.592    0.010
  2455407.69202   16.595    0.011
  2455407.73009   16.573    0.010
  2455407.76805   16.585    0.010
  2455408.53184   16.579    0.011
  2455408.57918   16.597    0.010
  2455408.61946   16.607    0.009
  2455408.65723   16.584    0.011
  2455408.69595   16.596    0.010
  2455408.73387   16.604    0.010
  2455408.77155   16.626    0.011
  2455409.48178   16.585    0.009
  2455409.52303   16.601    0.009
  2455409.62889   16.614    0.007
  2455409.73591   16.611    0.009
  2455409.77367   16.589    0.010
  2455410.48598   16.585    0.009
  2455410.52412   16.606    0.009
  2455410.63242   16.583    0.009
  2455410.73959   16.596    0.010
  2455410.77805   16.596    0.009
  2455411.50058   16.602    0.008
  2455411.56091   16.618    0.007
  2455411.66913   16.601    0.007
  2455411.75309   16.626    0.008
  2455412.51319   16.622    0.009
  2455412.55267   16.612    0.009
  2455412.59289   16.613    0.010
  2455412.63130   16.626    0.010
  2455412.67457   16.608    0.010
  2455412.73540   16.594    0.011
  2455413.49430   16.633    0.009
  2455413.55499   16.609    0.008
  2455413.66204   16.617    0.007
  2455413.74649   16.590    0.008
  2455414.47471   16.601    0.008
  2455414.51246   16.615    0.008
  2455414.59768   16.619    0.008
  2455414.70937   16.600    0.008
  2455414.76956   16.627    0.007
  2455416.63226   16.656    0.010
  2455416.68738   16.649    0.010
  2455418.54944   16.653    0.008
  2455418.59953   16.637    0.007
  2455418.64967   16.643    0.008
  2455418.69907   16.649    0.009
  2455421.50767   16.659    0.009
  2455421.55129   16.669    0.009
  2455421.56737   16.655    0.008
  2455421.61211   16.657    0.009
  2455421.65506   16.677    0.009
  2455421.69747   16.649    0.009
  2455422.49167   16.668    0.010
  2455422.53238   16.653    0.010
  2455422.63092   16.653    0.008
  2455422.75872   16.664    0.010
  2455423.51498   16.658    0.008
  2455423.69447   16.673    0.012
  2455425.52333   16.664    0.009
  2455426.49093   16.678    0.014
  2455426.52943   16.682    0.015
  2455426.64439   16.667    0.017
  2455430.47670   16.678    0.013
  2455430.51544   16.668    0.011
  2455430.56154   16.676    0.011
  2455430.59958   16.664    0.010
  2455430.63863   16.663    0.010
  2455431.47762   16.684    0.012
  2455431.51634   16.673    0.009
  2455431.55664   16.680    0.010
  2455431.59437   16.670    0.009
  2455431.63586   16.657    0.011
  2455431.67502   16.667    0.012
  2455432.55851   16.661    0.014
  2455432.65300   16.685    0.013
  2455433.63138   16.667    0.012
  2455433.67690   16.677    0.012
  2455434.50815   16.681    0.011
  2455434.55286   16.665    0.010
  2455434.59132   16.682    0.010
  2455434.63849   16.702    0.010
  2455434.68093   16.683    0.011
  2455435.47983   16.684    0.010
  2455435.51981   16.688    0.011
  2455435.56496   16.687    0.011
  2455435.63582   16.691    0.009
  2455435.68405   16.709    0.010
  2455436.47777   16.664    0.010
  2455436.54484   16.682    0.010
  2455436.66206   16.693    0.009
  2455437.50096   16.683    0.009
  2455437.62398   16.707    0.008
  2455438.51288   16.690    0.011
  2455438.57749   16.671    0.010
  2455438.65302   16.703    0.010
  2455438.69062   16.678    0.009
  2455439.52260   16.673    0.013
  2455439.56892   16.685    0.011
  2455439.60641   16.665    0.011
  2455439.64455   16.699    0.011
  2455443.49813   16.690    0.010
  2455443.53706   16.701    0.010
  2455443.58293   16.716    0.010
  2455443.62074   16.723    0.010
  2455443.66311   16.709    0.010
  2455444.50358   16.713    0.011
  2455444.55510   16.708    0.010
  2455444.60675   16.685    0.010
  2455444.64485   16.712    0.009
  2455445.47830   16.711    0.010
  2455445.57616   16.727    0.009
  2455445.65228   16.715    0.009
  2455446.48272   16.703    0.010
  2455446.53384   16.737    0.010
  2455446.57431   16.738    0.010
  2455446.61303   16.722    0.009
  2455446.65285   16.745    0.010
  2455447.50144   16.724    0.008
  2455447.54403   16.730    0.010
  2455447.60794   16.731    0.009
  2455448.47524   16.726    0.013
  2455448.52004   16.717    0.010
  2455448.57414   16.739    0.010
  2455449.47640   16.733    0.015
  2455449.51475   16.714    0.011
  2455449.54575   16.728    0.010
  2455449.62936   16.744    0.010
  2455450.51751   16.725    0.011
  2455450.55503   16.744    0.012
  2455450.60370   16.739    0.011
  2455450.64359   16.763    0.012
  2455451.63298   16.753    0.009
  2455453.47772   16.726    0.017
  2455453.54324   16.731    0.012
  2455457.47659   16.751    0.011
  2455457.55377   16.772    0.008
  2455457.60102   16.766    0.010
  2455458.47810   16.762    0.013
  2455458.54245   16.758    0.013
  2455458.58541   16.766    0.010
  2455459.50391   16.783    0.012
  2455459.54823   16.770    0.010
  2455459.59243   16.752    0.010
  2455460.49190   16.735    0.012
  2455460.53789   16.777    0.014
  2455460.57896   16.751    0.017
  2455461.49866   16.735    0.013
  2455461.53966   16.798    0.019
  2455461.59065   16.758    0.011
  2455462.47980   16.782    0.014
  2455462.53323   16.759    0.012
  2455463.50396   16.779    0.010
  2455463.58358   16.768    0.010
  2455463.58701   16.780    0.011
  2455464.49419   16.766    0.011
  2455464.54678   16.769    0.012
  2455465.50992   16.739    0.013
  2455467.48309   16.747    0.013
  2455468.55264   16.782    0.012
  2455469.60745   16.776    0.009
  2455471.51736   16.779    0.010
  2455471.58579   16.791    0.010
  2455472.50441   16.790    0.012
  2455472.54542   16.763    0.011
  2455472.55147   16.779    0.011
  2455473.50113   16.778    0.011
  2455476.49234   16.807    0.011
  2455476.52038   16.794    0.012
  2455477.53934   16.825    0.011
  2455479.50853   16.799    0.012
  2455480.49041   16.830    0.012
  2455480.55947   16.786    0.012
  2455481.53015   16.776    0.019
  2455485.51210   16.830    0.016
  2455486.49854   16.828    0.016
  2455486.55889   16.798    0.014
  2455487.54489   16.808    0.012
  2455488.53211   16.840    0.012
  2455489.51848   16.841    0.013
  2455490.51862   16.830    0.016
  2455492.52825   16.819    0.017
  2455494.52872   16.815    0.016
  2455495.53092   16.808    0.012
  2455497.53017   16.845    0.011
  2455499.53247   16.830    0.014
  2455507.50881   16.889    0.018
